rel_thres,strategy,dataset,model,fold,sera_score,config
0.84,SG,data\mortgage,BaggingRegressor,5,4.4001710767694595,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,6,1.8107417799999894,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,7,1.2975021634419623,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,8,2.173253529790881,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,9,3.864273656547332,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,10,1.1428166171378427,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,11,3.7808276393644236,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,12,1.5184168607516377,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,13,2.954671659999988,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,14,1.9915521018238074,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,15,1.5936876495501193,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,16,2.8609994992834364,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,17,25.407321393876508,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,18,10.082655062870321,fixed_params
0.84,SG,data\mortgage,BaggingRegressor,19,3.4296789258203044,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,0,5.080875052781112,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,1,3.7642996547714436,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,2,2.9120053612105417,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,3,3.403650719503385,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,4,2.6450273324455087,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,5,4.035924558502477,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,6,6.853160893121332,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,7,1.9760934259158125,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,8,5.278462269848279,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,9,6.791488680114529,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,10,3.391487845446151,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,11,5.301084001649768,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,12,2.8727963268255046,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,13,2.235982153065291,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,14,3.995521409567892,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,15,3.068910184175357,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,16,5.030912975494513,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,17,1.6125470987541486,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,18,57.33248397800155,fixed_params
0.84,SG,data\mortgage,DecisionTreeRegressor,19,7.477702440781234,fixed_params
0.84,SG,data\mortgage,MLPRegressor,0,21.210484264609363,fixed_params
0.84,SG,data\mortgage,MLPRegressor,1,13.886595407317767,fixed_params
0.84,SG,data\mortgage,MLPRegressor,2,126.53952458341084,fixed_params
0.84,SG,data\mortgage,MLPRegressor,3,128.25590895386597,fixed_params
0.84,SG,data\mortgage,MLPRegressor,4,23.51358056604664,fixed_params
0.84,SG,data\mortgage,MLPRegressor,5,15.44167692863058,fixed_params
0.84,SG,data\mortgage,MLPRegressor,6,78.349770556265,fixed_params
0.84,SG,data\mortgage,MLPRegressor,7,14.666968942653615,fixed_params
0.84,SG,data\mortgage,MLPRegressor,8,31.055544682702298,fixed_params
0.84,SG,data\mortgage,MLPRegressor,9,77.67261262548253,fixed_params
0.84,SG,data\mortgage,MLPRegressor,10,102.94025790924813,fixed_params
0.84,SG,data\mortgage,MLPRegressor,11,30.672564498603485,fixed_params
0.84,SG,data\mortgage,MLPRegressor,12,15.214949931314523,fixed_params
0.84,SG,data\mortgage,MLPRegressor,13,31.778306602975015,fixed_params
0.84,SG,data\mortgage,MLPRegressor,14,9.460190265833127,fixed_params
0.84,SG,data\mortgage,MLPRegressor,15,7.721706047347184,fixed_params
0.84,SG,data\mortgage,MLPRegressor,16,293.3848033054421,fixed_params
0.84,SG,data\mortgage,MLPRegressor,17,102.53781160273711,fixed_params
0.84,SG,data\mortgage,MLPRegressor,18,33.94815302596915,fixed_params
0.84,SG,data\mortgage,MLPRegressor,19,102.29240416852056,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,0,2.2696709350433824,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,1,1.5884887497542464,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,2,1.5096920549781525,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,3,2.2917823587657615,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,4,2.174405995267358,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,5,3.2236557836743684,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,6,1.8813283508566454,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,7,1.2512696035832753,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,8,1.9903473262597027,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,9,1.5611809754203616,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,10,0.6538793095384499,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,11,3.208042336543328,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,12,0.9995716635153616,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,13,2.4486001755539686,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,14,0.8790887407378822,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,15,2.368309873093497,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,16,3.397807086573368,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,17,1.8207315015901182,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,18,0.5691254990013823,fixed_params
0.84,SG,data\mortgage,RandomForestRegressor,19,1.7199168429000062,fixed_params
0.84,SG,data\mortgage,SVR,0,74.9923473158644,fixed_params
0.84,SG,data\mortgage,SVR,1,84.8293738235252,fixed_params
0.84,SG,data\mortgage,SVR,2,53.66426152735433,fixed_params
0.84,SG,data\mortgage,SVR,3,100.5545463689781,fixed_params
0.84,SG,data\mortgage,SVR,4,86.3931989374379,fixed_params
0.84,SG,data\mortgage,SVR,5,63.98704190783057,fixed_params
0.84,SG,data\mortgage,SVR,6,37.134456051826525,fixed_params
0.84,SG,data\mortgage,SVR,7,51.33815525297308,fixed_params
0.84,SG,data\mortgage,SVR,8,79.19574447906051,fixed_params
0.84,SG,data\mortgage,SVR,9,68.80823505244945,fixed_params
0.84,SG,data\mortgage,SVR,10,91.35058065195022,fixed_params
0.84,SG,data\mortgage,SVR,11,75.3107630426383,fixed_params
0.84,SG,data\mortgage,SVR,12,50.44353307870144,fixed_params
0.84,SG,data\mortgage,SVR,13,70.07734098970164,fixed_params
0.84,SG,data\mortgage,SVR,14,114.71167557882193,fixed_params
0.84,SG,data\mortgage,SVR,15,67.8936074086742,fixed_params
0.84,SG,data\mortgage,SVR,16,83.01599707301322,fixed_params
0.84,SG,data\mortgage,SVR,17,49.37073790185043,fixed_params
0.84,SG,data\mortgage,SVR,18,85.88722704064334,fixed_params
0.84,SG,data\mortgage,SVR,19,71.13199344358735,fixed_params
0.84,SG,data\mortgage,XGBRegressor,0,3.5362580924306095,fixed_params
0.84,SG,data\mortgage,XGBRegressor,1,2.0335318129990485,fixed_params
0.84,SG,data\mortgage,XGBRegressor,2,1.6836933253635953,fixed_params
0.84,SG,data\mortgage,XGBRegressor,3,1.9242922918909269,fixed_params
0.84,SG,data\mortgage,XGBRegressor,4,0.82040795082306,fixed_params
0.84,SG,data\mortgage,XGBRegressor,5,3.3736118573207463,fixed_params
0.84,SG,data\mortgage,XGBRegressor,6,1.942923319237217,fixed_params
0.84,SG,data\mortgage,XGBRegressor,7,1.1390355502444676,fixed_params
0.84,SG,data\mortgage,XGBRegressor,8,2.5416946287032784,fixed_params
0.84,SG,data\mortgage,XGBRegressor,9,2.171788552115695,fixed_params
0.84,SG,data\mortgage,XGBRegressor,10,0.49627522695966236,fixed_params
0.84,SG,data\mortgage,XGBRegressor,11,1.7378341911423805,fixed_params
0.84,SG,data\mortgage,XGBRegressor,12,1.9170915801360837,fixed_params
0.84,SG,data\mortgage,XGBRegressor,13,1.6721940635939923,fixed_params
0.84,SG,data\mortgage,XGBRegressor,14,2.4106325194165334,fixed_params
0.84,SG,data\mortgage,XGBRegressor,15,1.113872979966284,fixed_params
0.84,SG,data\mortgage,XGBRegressor,16,4.574717798534505,fixed_params
0.84,SG,data\mortgage,XGBRegressor,17,2.0318355430360304,fixed_params
0.84,SG,data\mortgage,XGBRegressor,18,3.7217484863209447,fixed_params
0.84,SG,data\mortgage,XGBRegressor,19,3.228033821850311,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,0,5.7053251700000125,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,1,1.3375626549999984,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,2,1.291805854999999,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,3,1.5051830899999987,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,4,1.5540802400000029,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,5,2.13752424,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,6,2.4588386850000092,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,7,0.5244841799999992,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,8,1.8417484049999973,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,9,1.0867967450000016,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,10,0.45623619000000204,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,11,2.9562474099999965,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,12,0.379037959999999,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,13,2.530130799999997,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,14,1.2101535250000017,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,15,1.1281234150000012,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,16,1.339647070000004,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,17,1.5802657199999963,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,18,0.5740367600000054,fixed_params
0.84,WC,data\mortgage,BaggingRegressor,19,2.3614148599999965,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,0,2.250676000000003,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,1,2.055508,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,2,1.7077484999999988,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,3,2.7992989999999978,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,4,2.152594000000001,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,5,1.2829269999999997,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,6,2.885614999999998,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,7,2.1530495000000056,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,8,4.376517999999997,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,9,1.0854539999999995,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,10,1.7157290000000005,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,11,2.7136864999999997,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,12,1.6077119999999978,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,13,6.667472500000005,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,14,2.573428000000001,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,15,2.231469499999997,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,16,4.853887,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,17,3.2187684999999955,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,18,2.146838000000001,fixed_params
0.84,WC,data\mortgage,DecisionTreeRegressor,19,7.760363000000004,fixed_params
0.84,WC,data\mortgage,MLPRegressor,0,16.423313125068777,fixed_params
0.84,WC,data\mortgage,MLPRegressor,1,22.724733809433026,fixed_params
0.84,WC,data\mortgage,MLPRegressor,2,9.879615382901813,fixed_params
0.84,WC,data\mortgage,MLPRegressor,3,5.026390712237194,fixed_params
0.84,WC,data\mortgage,MLPRegressor,4,14.150879139101253,fixed_params
0.84,WC,data\mortgage,MLPRegressor,5,7.879594863595282,fixed_params
0.84,WC,data\mortgage,MLPRegressor,6,20.452708031247937,fixed_params
0.84,WC,data\mortgage,MLPRegressor,7,50.605107759016555,fixed_params
0.84,WC,data\mortgage,MLPRegressor,8,12.24816583515665,fixed_params
0.84,WC,data\mortgage,MLPRegressor,9,9.624126146355506,fixed_params
0.84,WC,data\mortgage,MLPRegressor,10,17.599629291319673,fixed_params
0.84,WC,data\mortgage,MLPRegressor,11,12.90918027040903,fixed_params
0.84,WC,data\mortgage,MLPRegressor,12,7.25225285861979,fixed_params
0.84,WC,data\mortgage,MLPRegressor,13,38.51654697648286,fixed_params
0.84,WC,data\mortgage,MLPRegressor,14,13.708411660980383,fixed_params
0.84,WC,data\mortgage,MLPRegressor,15,23.912644210936346,fixed_params
0.84,WC,data\mortgage,MLPRegressor,16,37.310215063361625,fixed_params
0.84,WC,data\mortgage,MLPRegressor,17,13.45099551815142,fixed_params
0.84,WC,data\mortgage,MLPRegressor,18,17.353574029415377,fixed_params
0.84,WC,data\mortgage,MLPRegressor,19,4.938668803420129,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,0,3.7608229062000236,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,1,1.268245544099978,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,2,1.4546893425999623,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,3,1.283392702849953,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,4,0.6919265981500212,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,5,1.3342960242999844,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,6,2.8787559269000735,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,7,0.14451031854999502,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,8,2.971274980049986,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,9,0.7373848157000198,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,10,0.5095254521500161,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,11,1.6256255278000284,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,12,0.6754376975999749,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,13,2.302373066699952,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,14,0.7158524721999808,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,15,0.6022266075499875,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,16,1.3447133464000254,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,17,2.3655964840999433,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,18,0.729056232150003,fixed_params
0.84,WC,data\mortgage,RandomForestRegressor,19,2.1701882333000166,fixed_params
0.84,WC,data\mortgage,SVR,0,51.41441901324078,fixed_params
0.84,WC,data\mortgage,SVR,1,84.44015413472715,fixed_params
0.84,WC,data\mortgage,SVR,2,48.567572438435086,fixed_params
0.84,WC,data\mortgage,SVR,3,78.86411175403819,fixed_params
0.84,WC,data\mortgage,SVR,4,80.96313878034846,fixed_params
0.84,WC,data\mortgage,SVR,5,56.65101455158969,fixed_params
0.84,WC,data\mortgage,SVR,6,41.5726190535562,fixed_params
0.84,WC,data\mortgage,SVR,7,53.11710878464711,fixed_params
0.84,WC,data\mortgage,SVR,8,88.59673029437774,fixed_params
0.84,WC,data\mortgage,SVR,9,58.54190799892165,fixed_params
0.84,WC,data\mortgage,SVR,10,73.06724114152948,fixed_params
0.84,WC,data\mortgage,SVR,11,72.29559645121103,fixed_params
0.84,WC,data\mortgage,SVR,12,49.06431729897503,fixed_params
0.84,WC,data\mortgage,SVR,13,61.69315660479959,fixed_params
0.84,WC,data\mortgage,SVR,14,79.5347188714707,fixed_params
0.84,WC,data\mortgage,SVR,15,66.98638018881036,fixed_params
0.84,WC,data\mortgage,SVR,16,69.42363155606358,fixed_params
0.84,WC,data\mortgage,SVR,17,50.155908606198196,fixed_params
0.84,WC,data\mortgage,SVR,18,77.99351582688674,fixed_params
0.84,WC,data\mortgage,SVR,19,61.52814226117336,fixed_params
0.84,WC,data\mortgage,XGBRegressor,0,3.928686046561373,fixed_params
0.84,WC,data\mortgage,XGBRegressor,1,1.1239496843464492,fixed_params
0.84,WC,data\mortgage,XGBRegressor,2,1.0042891487665593,fixed_params
0.84,WC,data\mortgage,XGBRegressor,3,0.9024389842229935,fixed_params
0.84,WC,data\mortgage,XGBRegressor,4,1.0137950196304526,fixed_params
0.84,WC,data\mortgage,XGBRegressor,5,1.468043193767166,fixed_params
0.84,WC,data\mortgage,XGBRegressor,6,2.3654743476938656,fixed_params
0.84,WC,data\mortgage,XGBRegressor,7,1.1289103220994776,fixed_params
0.84,WC,data\mortgage,XGBRegressor,8,2.283180139706872,fixed_params
0.84,WC,data\mortgage,XGBRegressor,9,1.9725396774203003,fixed_params
0.84,WC,data\mortgage,XGBRegressor,10,0.5777781493119543,fixed_params
0.84,WC,data\mortgage,XGBRegressor,11,1.6552780782088683,fixed_params
0.84,WC,data\mortgage,XGBRegressor,12,0.5020009216398167,fixed_params
0.84,WC,data\mortgage,XGBRegressor,13,3.8388870680144493,fixed_params
0.84,WC,data\mortgage,XGBRegressor,14,0.8411444986819974,fixed_params
0.84,WC,data\mortgage,XGBRegressor,15,1.133812509365191,fixed_params
0.84,WC,data\mortgage,XGBRegressor,16,1.5945069604721829,fixed_params
0.84,WC,data\mortgage,XGBRegressor,17,1.4946030811943634,fixed_params
0.84,WC,data\mortgage,XGBRegressor,18,0.808294483663293,fixed_params
0.84,WC,data\mortgage,XGBRegressor,19,2.646161998754388,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,0,0.0016932989835691048,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,1,0.0018418091565151084,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,2,0.000878815528799847,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,3,0.0004857615378372544,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,4,0.0009202971701032955,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,5,0.0011862119838970209,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,6,0.002093002258542693,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,7,0.0003492745233514532,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,8,0.0040189491077726605,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,9,0.0009778574374500874,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,10,0.0009426046531331578,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,11,0.0010118407163307345,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,12,0.0012155488814886367,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,13,0.0008493458047785431,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,14,0.0023436885966450177,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,15,0.00047853005230929433,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,16,0.004558275111590124,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,17,0.0002169807684670808,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,18,0.0005819045845877442,fixed_params
0.84,SMT,data\pdgfr,BaggingRegressor,19,0.10163191132231221,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,0,0.0026066961878349997,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,1,0.002145214269403242,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,2,0.0031052152529949997,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,3,0.0018347546035350005,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,4,0.00050482328028,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,5,0.00107996838234,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,6,0.002620608647455,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,7,0.0015170351577100004,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,8,0.005094368625909621,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,9,0.0008781858545181441,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,10,0.0014122637715700001,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,11,0.0013456353926616183,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,12,0.002705607414875,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,13,0.002492433125627375,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,14,0.003758216409540001,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,15,0.0011007613027449999,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,16,0.006295459634674999,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,17,0.00337096160126,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,18,0.00395994003611163,fixed_params
0.84,SMT,data\pdgfr,DecisionTreeRegressor,19,0.19676243232719423,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,0,0.002784304911968134,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,1,0.00335989828649411,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,2,0.002001729737517519,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,3,0.0013405293535496915,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,4,0.0005879220833008595,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,5,0.0021593610886759275,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,6,0.001683776196149157,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,7,0.0006297895241825434,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,8,0.004149871812865618,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,9,0.0018431801069677377,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,10,0.0016236895246663796,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,11,0.0017728494731480058,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,12,0.0011746971426520561,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,13,0.0014318428641619787,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,14,0.002081209800580469,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,15,0.000479174720848594,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,16,0.008520087985263476,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,17,0.000845308240323043,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,18,0.002085401845726063,fixed_params
0.84,SMT,data\pdgfr,MLPRegressor,19,0.36444588352675633,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,0,0.0011180733502856959,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,1,0.0020278198513699807,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,2,0.0010527309584485172,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,3,0.0005533142131716898,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,4,0.0009803765035356089,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,5,0.0012019223094568124,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,6,0.0019755086213971854,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,7,0.0002663389114616392,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,8,0.003485489663815865,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,9,0.000989806968692892,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,10,0.0006357945834655391,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,11,0.0009729016515853066,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,12,0.0011436228826227244,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,13,0.0012543258395853445,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,14,0.0033042033176762403,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,15,0.00027146799969471097,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,16,0.00442456097538146,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,17,0.0002549434368924289,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,18,0.000673601295107759,fixed_params
0.84,SMT,data\pdgfr,RandomForestRegressor,19,0.05616811499657626,fixed_params
0.84,SMT,data\pdgfr,SVR,0,0.0012436254341340806,fixed_params
0.84,SMT,data\pdgfr,SVR,1,0.0026393298954332234,fixed_params
0.84,SMT,data\pdgfr,SVR,2,0.0008947679281035444,fixed_params
0.84,SMT,data\pdgfr,SVR,3,0.0006335430539752666,fixed_params
0.84,SMT,data\pdgfr,SVR,4,0.0006952833946303074,fixed_params
0.84,SMT,data\pdgfr,SVR,5,0.0010782921133832752,fixed_params
0.84,SMT,data\pdgfr,SVR,6,0.0011923761663153348,fixed_params
0.84,SMT,data\pdgfr,SVR,7,0.00048520712686406367,fixed_params
0.84,SMT,data\pdgfr,SVR,8,0.0037114726294843543,fixed_params
0.84,SMT,data\pdgfr,SVR,9,0.0012013521923003778,fixed_params
0.84,SMT,data\pdgfr,SVR,10,0.0011910979258224447,fixed_params
0.84,SMT,data\pdgfr,SVR,11,0.000955858661720042,fixed_params
0.84,SMT,data\pdgfr,SVR,12,0.000936043801591676,fixed_params
0.84,SMT,data\pdgfr,SVR,13,0.0008327249775435459,fixed_params
0.84,SMT,data\pdgfr,SVR,14,0.003438287124723444,fixed_params
0.84,SMT,data\pdgfr,SVR,15,0.0006100668566469887,fixed_params
0.84,SMT,data\pdgfr,SVR,16,0.004924610909453751,fixed_params
0.84,SMT,data\pdgfr,SVR,17,0.00030773258703424474,fixed_params
0.84,SMT,data\pdgfr,SVR,18,0.0005451305143848358,fixed_params
0.84,SMT,data\pdgfr,SVR,19,0.07488839333633991,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,0,0.0022424329892608845,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,1,0.0026792879290943104,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,2,0.0008958827048155547,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,3,0.0023475278473734664,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,4,0.0013918494475501629,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,5,0.0013903894042675438,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,6,0.0019545459718825647,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,7,0.0007354752700846301,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,8,0.0043805932374931765,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,9,0.0008760198549792066,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,10,0.0011505584096379816,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,11,0.001162650376495597,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,12,0.0008340887126301815,fixed_params
0.84,SMT,data\pdgfr,XGBRegressor,13,0.0016966196947723086,fixed_params
